no-wide-letter-spacing	app/(public)/audit/AuditUploadForm.tsx:305:56	Your users find body text harder to read at 0.10em letter spacing, so save wide 
no-inline-exhaustive-style	app/(public)/landing/_components/MerchantDashboard.tsx:196:16	This inline style has 8 properties, which is hard to read & rebuilds every rende
no-wide-letter-spacing	app/(public)/landing/_components/MerchantDashboard.tsx:210:53	Your users find body text harder to read at 0.10em letter spacing, so save wide 
no-inline-exhaustive-style	app/(public)/landing/_components/MerchantDashboard.tsx:364:22	This inline style has 8 properties, which is hard to read & rebuilds every rende
js-combine-iterations	app/(public)/landing/_components/MerchantDashboard.tsx:508:8	This loops over your list twice because .filter().map() makes two passes, so do 
no-wide-letter-spacing	app/(public)/landing/_components/MerchantDashboard.tsx:557:57	Your users find body text harder to read at 0.10em letter spacing, so save wide 
no-inline-exhaustive-style	app/(public)/landing/_components/MerchantDashboard.tsx:566:24	This inline style has 8 properties, which is hard to read & rebuilds every rende
no-inline-exhaustive-style	app/(public)/landing/_components/MerchantDashboard.tsx:590:36	This inline style has 8 properties, which is hard to read & rebuilds every rende
no-inline-exhaustive-style	app/(public)/landing/_components/MerchantDashboard.tsx:650:20	This inline style has 8 properties, which is hard to read & rebuilds every rende
no-inline-exhaustive-style	app/(public)/landing/_components/MerchantDashboard.tsx:668:26	This inline style has 8 properties, which is hard to read & rebuilds every rende
no-inline-exhaustive-style	app/(public)/landing/_components/MerchantDashboard.tsx:788:16	This inline style has 8 properties, which is hard to read & rebuilds every rende
prefer-module-scope-static-value	app/api/audit/[runId]/export/route.ts:127:9	`headers` inside `GETHandler` uses no local state but is rebuilt every render, s
no-wide-letter-spacing	app/(public)/audit/page.tsx:37:15	Your users find body text harder to read at 0.14em letter spacing, so save wide 
prefer-module-scope-static-value	app/(public)/audit/submitted/page.tsx:28:9	`sans` inside `SubmittedPage` uses no local state but is rebuilt every render, s
prefer-module-scope-static-value	app/(public)/audit/submitted/page.tsx:29:9	`serif` inside `SubmittedPage` uses no local state but is rebuilt every render, 
prefer-module-scope-static-value	app/(public)/audit/submitted/page.tsx:30:9	`mono` inside `SubmittedPage` uses no local state but is rebuilt every render, s
prefer-useReducer	app/(public)/landing/PublicAuditForm.tsx:104:43	7 useState calls in "PublicAuditForm" can each trigger a separate render.
rerender-state-only-in-handlers	app/(public)/landing/PublicAuditForm.tsx:108:9	Each update to "columnMap" redraws your component for nothing because this useSt
no-inline-exhaustive-style	app/(public)/landing/PublicAuditForm.tsx:215:18	This inline style has 11 properties, which is hard to read & rebuilds every rend
no-layout-transition-inline	app/(public)/audit-demo/AuditDemoClient.tsx:51:13	Your users see janky, stuttering animation because "width" relayouts the page ev
no-inline-exhaustive-style	app/(public)/audit-demo/AuditDemoClient.tsx:72:14	This inline style has 10 properties, which is hard to read & rebuilds every rend
no-giant-component	app/(public)/audit-demo/AuditDemoClient.tsx:91:25	Component "AuditDemoClient" is 323 lines long, which is hard to read & change. S
prefer-useReducer	app/(public)/audit-demo/AuditDemoClient.tsx:91:91	8 useState calls in "AuditDemoClient" can each trigger a separate render.
client-localstorage-no-version	app/(public)/audit-demo/AuditDemoClient.tsx:144:7	sessionStorage.setItem("auditDemoContext", JSON.stringify(...)) has no version, 
no-inline-exhaustive-style	app/(public)/audit-demo/AuditDemoClient.tsx:368:38	This inline style has 13 properties, which is hard to read & rebuilds every rend
prefer-module-scope-static-value	app/api/customers/[id]/cross-merchant/route.ts:81:9	`SIGNAL_TYPE_MAP` inside `GET` uses no local state but is rebuilt every render, 
async-defer-await	app/api/customers/search/route.ts:146:3	This await blocks the function before an early-return that doesn't use the await
prefer-module-scope-pure-function	app/api/customers/[id]/route.ts:328:26	`uniqueValues` inside `GETHandler` uses no local state but is rebuilt on every r
js-combine-iterations	components/global/GlobalIdentityGraphClient.tsx:95:12	This loops over your list twice because .filter().filter() makes two passes, so 
js-hoist-intl	components/claims/ClaimReviewPanel.tsx:145:10	This is slow because new Intl.NumberFormat() rebuilds on every call inside a fun
prefer-module-scope-static-value	components/claims/ClaimReviewPanel.tsx:157:9	`colourMap` inside `StatusPill` uses no local state but is rebuilt every render,
prefer-module-scope-static-value	components/claims/ClaimReviewPanel.tsx:176:9	`colourMap` inside `SlaBadge` uses no local state but is rebuilt every render, s
control-has-associated-label	components/claims/ClaimReviewPanel.tsx:282:9	Blind users can't tell what this control does because screen readers find no lab
prefer-tag-over-role	components/claims/ClaimReviewPanel.tsx:339:45	Screen reader users get more reliable semantics from `<address>` than `role="gro
no-effect-chain	components/claims/ClaimReviewPanel.tsx:565:3	Your screen redraws several times from a single action because one useEffect cha
no-effect-chain	components/claims/ClaimReviewPanel.tsx:616:3	Your screen redraws several times from a single action because one useEffect cha
no-effect-chain	components/claims/ClaimReviewPanel.tsx:671:3	Your screen redraws several times from a single action because one useEffect cha
no-giant-component	components/claims/ClaimReviewPanel.tsx:474:25	Component "ClaimReviewPanel" is 1302 lines long, which is hard to read & change.
prefer-useReducer	components/claims/ClaimReviewPanel.tsx:474:128	40 useState calls in "ClaimReviewPanel" can each trigger a separate render.
rerender-lazy-ref-init	components/claims/ClaimReviewPanel.tsx:524:50	useRef(new Set()) rebuilds this value on every render & throws it away.
no-cascading-set-state	components/claims/ClaimReviewPanel.tsx:530:3	5 setState calls in one useEffect redraw your screen each time they run together
no-fetch-in-effect	components/claims/ClaimReviewPanel.tsx:530:3	fetch() inside useEffect races, double-fires & leaks for your users.
no-cascading-set-state	components/claims/ClaimReviewPanel.tsx:543:3	17 setState calls in one useEffect redraw your screen each time they run togethe
no-derived-state	components/claims/ClaimReviewPanel.tsx:546:52	Storing "selectedOrderId" in state when you can derive it from other values cost
no-derived-state	components/claims/ClaimReviewPanel.tsx:547:46	Storing "claimType" in state when you can derive it from other values costs an e
no-derived-state	components/claims/ClaimReviewPanel.tsx:548:51	Storing "customerReason" in state when you can derive it from other values costs
no-derived-state	components/claims/ClaimReviewPanel.tsx:549:42	Storing "notes" in state when you can derive it from other values costs an extra
no-derived-state	components/claims/ClaimReviewPanel.tsx:550:44	Storing "claimId" in state when you can derive it from other values costs an ext
no-derived-state	components/claims/ClaimReviewPanel.tsx:551:45	Storing "decision" in state when you can derive it from other values costs an ex
no-derived-state	components/claims/ClaimReviewPanel.tsx:552:44	Storing "outcome" in state when you can derive it from other values costs an ext
no-derived-state	components/claims/ClaimReviewPanel.tsx:553:49	Storing "evidenceType" in state when you can derive it from other values costs a
no-derived-state	components/claims/ClaimReviewPanel.tsx:554:43	Storing "source" in state when you can derive it from other values costs an extr
no-derived-state	components/claims/ClaimReviewPanel.tsx:555:48	Storing "evidenceUrl" in state when you can derive it from other values costs an
no-derived-state	components/claims/ClaimReviewPanel.tsx:556:49	Storing "evidenceHash" in state when you can derive it from other values costs a
no-derived-state	components/claims/ClaimReviewPanel.tsx:557:69	Storing "metaRows" in state when you can derive it from other values costs an ex
no-derived-state	components/claims/ClaimReviewPanel.tsx:558:51	Storing "manualOrderRef" in state when you can derive it from other values costs
no-derived-state	components/claims/ClaimReviewPanel.tsx:559:54	Storing "manualOrderSource" in state when you can derive it from other values co
no-derived-state	components/claims/ClaimReviewPanel.tsx:560:56	Storing "manualModeExplicit" in state when you can derive it from other values c
no-derived-state	components/claims/ClaimReviewPanel.tsx:561:47	Storing "orderValue" in state when you can derive it from other values costs an 
no-derived-state	components/claims/ClaimReviewPanel.tsx:562:48	Storing "statusToSet" in state when you can derive it from other values costs an
no-event-handler	components/claims/ClaimReviewPanel.tsx:544:34	Faking an event handler with a prop plus a useEffect costs an extra render & run
no-derived-state	components/claims/ClaimReviewPanel.tsx:619:7	Storing "selectedOrderId" in state when you can derive it from other values cost
no-derived-state	components/claims/ClaimReviewPanel.tsx:625:9	Storing "selectedOrderId" in state when you can derive it from other values cost
no-event-handler	components/claims/ClaimReviewPanel.tsx:622:10	Faking an event handler with state plus a useEffect costs an extra render & runs
no-event-handler	components/claims/ClaimReviewPanel.tsx:571:21	Faking an event handler with state plus a useEffect costs an extra render & runs
no-event-handler	components/claims/ClaimReviewPanel.tsx:584:21	Faking an event handler with state plus a useEffect costs an extra render & runs
no-event-handler	components/claims/ClaimReviewPanel.tsx:597:21	Faking an event handler with state plus a useEffect costs an extra render & runs
no-fetch-in-effect	components/claims/ClaimReviewPanel.tsx:639:3	fetch() inside useEffect races, double-fires & leaks for your users.
no-derived-state	components/claims/ClaimReviewPanel.tsx:675:5	Storing "claimId" in state when you can derive it from other values costs an ext
exhaustive-deps	components/claims/ClaimReviewPanel.tsx:735:6	`useEffect` can run with a stale `selectedClaim` & show your users old data.
no-derived-state	components/claims/ClaimReviewPanel.tsx:723:5	Storing "history" in state when you can derive it from other values costs an ext
prefer-module-scope-pure-function	components/claims/ClaimReviewPanel.tsx:1028:22	`actorLabel` inside `ClaimReviewPanel` uses no local state but is rebuilt on eve
prefer-module-scope-pure-function	components/claims/ClaimReviewPanel.tsx:1029:24	`getSlaVisual` inside `ClaimReviewPanel` uses no local state but is rebuilt on e
nextjs-no-a-element	components/claims/ClaimReviewPanel.tsx:1110:13	Plain <a> reloads the whole page on internal links.
control-has-associated-label	components/claims/ClaimReviewPanel.tsx:1558:17	Blind users can't tell what this control does because screen readers find no lab
control-has-associated-label	components/claims/ClaimReviewPanel.tsx:1567:21	Blind users can't tell what this control does because screen readers find no lab
no-array-index-key	components/claims/ClaimReviewPanel.tsx:1570:26	Your users can see & submit the wrong data when this list reorders.
no-array-index-as-key	components/claims/ClaimReviewPanel.tsx:1570:26	Your users can see & submit the wrong data when this list reorders or filters, s
control-has-associated-label	components/claims/ClaimReviewPanel.tsx:1571:23	Blind users can't tell what this control does because screen readers find no lab
control-has-associated-label	components/claims/ClaimReviewPanel.tsx:1572:23	Blind users can't tell what this control does because screen readers find no lab
control-has-associated-label	components/claims/ClaimReviewPanel.tsx:1644:13	Blind users can't tell what this control does because screen readers find no lab
control-has-associated-label	components/claims/ClaimReviewPanel.tsx:1668:17	Blind users can't tell what this control does because screen readers find no lab
control-has-associated-label	components/claims/ClaimReviewPanel.tsx:1698:25	Blind users can't tell what this control does because screen readers find no lab
control-has-associated-label	components/claims/ClaimReviewPanel.tsx:1718:23	Blind users can't tell what this control does because screen readers find no lab
control-has-associated-label	components/claims/ClaimReviewPanel.tsx:1739:19	Blind users can't tell what this control does because screen readers find no lab
control-has-associated-label	components/claims/ClaimReviewPanel.tsx:1743:19	Blind users can't tell what this control does because screen readers find no lab
control-has-associated-label	components/claims/ClaimReviewPanel.tsx:1747:19	Blind users can't tell what this control does because screen readers find no lab
server-sequential-independent-await	audit/run-reaudit.js:271:3	This await doesn't use the previous result, so your users wait twice as long for
server-sequential-independent-await	audit/run-reaudit.js:607:3	This await doesn't use the previous result, so your users wait twice as long for
js-combine-iterations	audit/run-reaudit.js:273:28	This loops over your list twice because .filter().map() makes two passes, so do 
js-combine-iterations	audit/run-reaudit.js:535:27	This loops over your list twice because .filter().map() makes two passes, so do 
no-giant-component	components/customers/CustomersFilterSheet.tsx:43:25	Component "CustomersFilterSheet" is 359 lines long, which is hard to read & chan
rerender-defer-reads-hook	components/customers/CustomersFilterSheet.tsx:45:9	usePathname() redraws your component on every URL change even though it's only r
nextjs-no-use-search-params-without-suspense	components/customers/CustomersFilterSheet.tsx:46:24	useSearchParams() without a <Suspense> boundary forces the whole page into clien
prefer-module-scope-static-value	components/customers/CustomersFilterSheet.tsx:91:9	`advancedKeys` inside `CustomersFilterSheet` uses no local state but is rebuilt 
control-has-associated-label	components/customers/CustomersFilterSheet.tsx:338:25	Blind users can't tell what this control does because screen readers find no lab
prefer-useReducer	components/audit/AuditCustomersTableClient.tsx:162:4	6 useState calls in "AuditCustomersTableClient" can each trigger a separate rend
exhaustive-deps	components/audit/AuditCustomersTableClient.tsx:217:6	`useEffect` can run with a stale `initialEmail, openDrawerForEmail` & show your 
no-event-handler	components/audit/AuditCustomersTableClient.tsx:216:9	Faking an event handler with a prop plus a useEffect costs an extra render & run
no-initialize-state	components/audit/AuditCustomersTableClient.tsx:216:23	Your users see an extra render with empty "drawerOpen" because a useEffect sets 
no-pass-data-to-parent	components/audit/AuditCustomersTableClient.tsx:216:23	Handing data back to a parent from a useEffect costs your users an extra render.
click-events-have-key-events	components/audit/AuditCustomersTableClient.tsx:328:12	Keyboard users can't trigger this click handler because there's no keyboard one,
no-static-element-interactions	components/audit/AuditCustomersTableClient.tsx:328:12	Screen reader users can't tell this click handler is interactive because it has 
no-generic-handler-names	components/dashboard/LoadDemoButton.tsx:40:23	The handler name "handleClick" says when it runs, not what it does, so name it a
click-events-have-key-events	components/customers/CustomersTableClient.tsx:112:12	Keyboard users can't trigger this click handler because there's no keyboard one,
no-static-element-interactions	components/customers/CustomersTableClient.tsx:112:12	Screen reader users can't tell this click handler is interactive because it has 
prefer-tag-over-role	components/evidence/EvidenceStrengthMeter.tsx:52:47	Screen reader users get more reliable semantics from `<img>` than `role="img"`, 
no-inline-exhaustive-style	components/customers/IdentityTimeline.tsx:53:34	This inline style has 10 properties, which is hard to read & rebuilds every rend
prefer-module-scope-static-value	components/audit/DataQualityBanner.tsx:59:9	`bannerStyle` inside `DataQualityBanner` uses no local state but is rebuilt ever
control-has-associated-label	components/evidence/EvidencePackagePreview.tsx:124:9	Blind users can't tell what this control does because screen readers find no lab
no-unknown-property	components/evidence/EvidencePackagePreview.tsx:129:11	React ignores `onLoad` here because it only works on these tags: script, img, li
no-unknown-property	components/evidence/EvidencePackagePreview.tsx:130:11	React ignores `onError` here because it only works on these tags: audio, video, 
no-giant-component	components/nav/Sidebar.tsx:144:10	Component "SidebarInner" is 308 lines long, which is hard to read & change. Spli
async-parallel	audit/run-reaudit-v2.js:256:3	These 4 sequential await statements run one after another even though they look 
async-parallel	audit/run-reaudit-v2.js:135:5	These 4 sequential await statements run one after another even though they look 
server-sequential-independent-await	audit/run-reaudit-v2.js:149:7	This await doesn't use the previous result, so your users wait twice as long for
js-combine-iterations	audit/run-reaudit-v2.js:279:12	This loops over your list twice because .filter().map() makes two passes, so do 
async-parallel	audit/run-reaudit-v2.js:447:5	These 4 sequential await statements run one after another even though they look 
server-sequential-independent-await	audit/run-reaudit-v2.js:328:7	This await doesn't use the previous result, so your users wait twice as long for
server-sequential-independent-await	audit/run-reaudit-v2.js:371:7	This await doesn't use the previous result, so your users wait twice as long for
server-sequential-independent-await	audit/run-reaudit-v2.js:383:7	This await doesn't use the previous result, so your users wait twice as long for
async-parallel	audit/run-reaudit-v2.js:382:7	These 3 sequential await statements run one after another even though they look 
js-combine-iterations	components/audit/AuditCharts.tsx:68:16	This loops over your list twice because .filter().map() makes two passes, so do 
no-inline-exhaustive-style	components/customers/CustomerIntelligenceDrawer.tsx:249:16	This inline style has 12 properties, which is hard to read & rebuilds every rend
prefer-useReducer	components/customers/CustomerIntelligenceDrawer.tsx:373:37	8 useState calls in "CustomerIntelligenceDrawer" can each trigger a separate ren
rerender-state-only-in-handlers	components/customers/CustomerIntelligenceDrawer.tsx:383:9	Each update to "prevProfileId" redraws your component for nothing because this u
rerender-state-only-in-handlers	components/customers/CustomerIntelligenceDrawer.tsx:384:9	Each update to "prevPrefetchedPanel" redraws your component for nothing because 
no-derived-useState	components/customers/CustomerIntelligenceDrawer.tsx:374:29	Your users see a stale value when prop "prefetchedPanel" changes because useStat
no-derived-useState	components/customers/CustomerIntelligenceDrawer.tsx:383:45	Your users see a stale value when prop "profileId" changes because useState copi
no-derived-useState	components/customers/CustomerIntelligenceDrawer.tsx:384:57	Your users see a stale value when prop "prefetchedPanel" changes because useStat
no-cascading-set-state	components/customers/CustomerIntelligenceDrawer.tsx:404:3	4 setState calls in one useEffect redraw your screen each time they run together
no-effect-event-handler	components/customers/CustomerIntelligenceDrawer.tsx:404:3	This useEffect is simulating an event handler, which costs an extra render & run
no-fetch-in-effect	components/customers/CustomerIntelligenceDrawer.tsx:404:3	fetch() inside useEffect races, double-fires & leaks for your users.
advanced-event-handler-refs	components/customers/CustomerIntelligenceDrawer.tsx:427:3	useEffect re-adds the "handleKeyDown" listener every time the handler changes.
prefer-html-dialog	components/customers/CustomerIntelligenceDrawer.tsx:456:9	Keyboard users can tab out of this `role="dialog"` modal because it has no built
prefer-tag-over-role	components/customers/CustomerIntelligenceDrawer.tsx:456:9	Screen reader users get more reliable semantics from `<dialog>` than `role="dial
no-inline-exhaustive-style	components/customers/CustomerIntelligenceDrawer.tsx:459:16	This inline style has 15 properties, which is hard to read & rebuilds every rend
no-inline-exhaustive-style	components/customers/CustomerIntelligenceDrawer.tsx:473:21	This inline style has 10 properties, which is hard to read & rebuilds every rend
no-inline-exhaustive-style	components/customers/CustomerIntelligenceDrawer.tsx:497:24	This inline style has 14 properties, which is hard to read & rebuilds every rend
no-inline-exhaustive-style	components/customers/CustomerIntelligenceDrawer.tsx:514:22	This inline style has 10 properties, which is hard to read & rebuilds every rend
no-giant-component	components/customers/CustomerIntelligenceDrawer.tsx:573:10	Component "DrawerContent" is 398 lines long, which is hard to read & change. Spl
no-side-tab-border	components/customers/CustomerIntelligenceDrawer.tsx:654:11	Your users see an off, dated thick border on one side (left: 3px), so use a soft
